,time,data
581,1162348.5437914,"[-0.0239016804844141, -0.0167203601449728, 0.027342699468135834, -0.02784021943807602, -0.021518420428037643, -0.01705276034772396, 0.02213742956519127, -0.027162639424204826, -0.013568189926445484, -0.02453828975558281, -0.008477959781885147, -0.022012369707226753, -0.012997220270335674, -0.022551709786057472, 0.03831982985138893, -0.014591819606721401, -0.011800720356404781, 0.02062406949698925, -0.023276079446077347, -0.03085288032889366, -0.01572421006858349, -0.013843059539794922, -0.021635940298438072, -0.030582420527935028, -0.03299608826637268, -0.029072590172290802, 0.054537251591682434, -0.017346659675240517, -0.020009269937872887, -0.03010549023747444, 0.06743235886096954, 0.016362469643354416, -0.005392725113779306, -0.008069200441241264, -0.00812892522662878, -0.0051431250758469105, -0.006530474871397018, -0.00659269979223609, -0.006485274992883205, -0.010483000427484512, -0.004589174874126911, -0.007628324907273054, -0.008152174763381481, -0.005106024909764528, -0.006762275006622076, -0.006542049814015627, -0.006619899999350309, -0.010303624905645847, -0.003452650038525462, -0.007987924851477146, -0.007983025163412094, -0.005471224896609783, -0.006478774826973677, -0.00656939996406436, -0.00640980014577508, -0.010323424823582172, 0.0, 2334697.0]"
582,1162348.545744525,"[-0.022176990285515785, -0.015309450216591358, 0.029498830437660217, -0.026445550844073296, -0.019984519109129906, -0.015450029633939266, 0.02427053079009056, -0.025696709752082825, -0.01247450988739729, -0.023350920528173447, -0.006729050073772669, -0.020746709778904915, -0.011723170056939125, -0.021240070462226868, 0.03973563015460968, -0.012538439594209194, -0.010474110022187233, 0.02311249077320099, -0.021878819912672043, -0.02977273054420948, -0.01454813964664936, -0.012453179806470871, -0.020093310624361038, -0.02942202053964138, -0.03165233135223389, -0.027775509282946587, 0.0554954893887043, -0.01626175083220005, -0.017743559554219246, -0.02898241952061653, 0.06835786253213882, 0.018363110721111298, -0.005410125013440847, -0.008077574893832207, -0.008137299679219723, -0.0051502748392522335, -0.006532600149512291, -0.0065987249836325645, -0.006491099949926138, -0.010495775379240513, -0.004598699975758791, -0.007636750116944313, -0.008160349912941456, -0.005124750081449747, -0.006769374944269657, -0.006543600000441074, -0.006624674890190363, -0.010316000320017338, -0.003459349973127246, -0.007996049709618092, -0.007992925122380257, -0.005488450173288584, -0.006482825148850679, -0.0065727499313652515, -0.006413850001990795, -0.010334599763154984, 0.0, 2334698.0]"
583,1162348.54769765,"[-0.012751789763569832, -0.010635290294885635, 0.03815777972340584, -0.023298349231481552, -0.016923220828175545, -0.008517719805240631, 0.03248878940939903, -0.022369040176272392, -0.011982670053839684, -0.022393159568309784, -0.0001673700026003644, -0.018306469544768333, -0.01001438032835722, -0.01847955957055092, 0.04492982104420662, -0.004129089880734682, -0.008765400387346745, 0.02879362925887108, -0.019162259995937347, -0.02929461933672428, -0.013530129566788673, -0.010156219825148582, -0.017285360023379326, -0.02870146930217743, -0.02744947001338005, -0.0240191500633955, 0.061421431601047516, -0.015326609835028648, -0.010174780152738094, -0.02635560929775238, 0.07344319671392441, 0.02451886050403118, -0.005403399933129549, -0.008070849813520908, -0.0081320246681571, -0.0051508499309420586, -0.006523274816572666, -0.006590775214135647, -0.006483399774879217, -0.010492700152099133, -0.004595874808728695, -0.007631875108927488, -0.00815454963594675, -0.005116399843245745, -0.0067650750279426575, -0.006535775028169155, -0.006618475075811148, -0.010311124846339226, -0.003445300040766597, -0.00799032486975193, -0.007985400035977364, -0.005488549824804068, -0.006475424859672785, -0.006565299816429615, -0.0064015998505055904, -0.010328024625778198, 0.0, 2334699.0]"
584,1162348.549650775,"[0.020863430574536324, 0.0029193100053817034, 0.04924064129590988, -0.013637729920446873, -0.006306659895926714, 0.006864519789814949, 0.04301675036549568, -0.014006569981575012, -0.01210721954703331, -0.020995959639549255, 0.009808160364627838, -0.012942669913172722, -0.006798610091209412, -0.012440480291843414, 0.05157998949289322, 0.007098230067640543, -0.006086519919335842, 0.035104889422655106, -0.014190989546477795, -0.02943361923098564, -0.011964970268309116, -0.0062800501473248005, -0.012955480255186558, -0.028175419196486473, -0.018999209627509117, -0.0159637201577425, 0.06946685910224915, -0.01389496959745884, -0.0006218299968168139, -0.018472159281373024, 0.080326609313488, 0.031817059963941574, -0.005378374829888344, -0.008057200349867344, -0.008120300248265266, -0.005147300194948912, -0.006514550186693668, -0.006578399799764156, -0.006474474910646677, -0.010482525452971458, -0.004567274823784828, -0.007622724864631891, -0.008145100437104702, -0.0051109748892486095, -0.006755774840712547, -0.0065289749763906, -0.0066084000281989574, -0.010300874710083008, -0.003445575013756752, -0.0079797999933362, -0.007974100299179554, -0.0054664998315274715, -0.006467424798756838, -0.0065591000020504, -0.006394125055521727, -0.010316325351595879, 0.0, 2334700.0]"
585,1162348.5516039,"[0.05194215849041939, 0.016587989404797554, 0.0578768290579319, -0.0029066200368106365, 0.008113309741020203, 0.020238209515810013, 0.05127657949924469, -0.006040969863533974, -0.012767110019922256, -0.01945745013654232, 0.017422420904040337, -0.008243439719080925, -0.004163229838013649, -0.00720955990254879, 0.05664154887199402, 0.01575862057507038, -0.004574969876557589, 0.03943004086613655, -0.010476759634912014, -0.030109219253063202, -0.010712419636547565, -0.0037182099185884, -0.010237960144877434, -0.027992919087409973, -0.012005279771983624, -0.009046009741723537, 0.0757550373673439, -0.011647510342299938, 0.006533130072057247, -0.00981913972645998, 0.08388607203960419, 0.03705153986811638, -0.005349350161850452, -0.008034874685108662, -0.008103149943053722, -0.005143099930137396, -0.006502274889498949, -0.006560774985700846, -0.006458349991589785, -0.010459925048053265, -0.0045470502227544785, -0.007606899831444025, -0.008126850239932537, -0.00511482497677207, -0.006743025034666061, -0.006515800021588802, -0.006595099810510874, -0.010278649628162384, -0.0034429749939590693, -0.007963400334119797, -0.007959525100886822, -0.0054646749049425125, -0.006456625182181597, -0.006543525028973818, -0.006382924970239401, -0.01029522530734539, 0.0, 2334701.0]"
586,1162348.553557025,"[0.05624349042773247, 0.018068930134177208, 0.05962469056248665, -0.0026256099808961153, 0.008516940288245678, 0.022180629894137383, 0.05293688923120499, -0.0064682201482355595, -0.01404779963195324, -0.02148381993174553, 0.018309900537133217, -0.009154129773378372, -0.005855329800397158, -0.008001389913260937, 0.05740750953555107, 0.017057960852980614, -0.00681956997141242, 0.03952455893158913, -0.011813860386610031, -0.03138938173651695, -0.012827510014176369, -0.00551273999735713, -0.01193928997963667, -0.02973061054944992, -0.011719849891960621, -0.00882771983742714, 0.07705794274806976, -0.013141140341758728, 0.0073271398432552814, -0.009288109838962555, 0.08388607203960419, 0.037758488208055496, -0.005332599859684706, -0.008029299788177013, -0.008095525205135345, -0.0051300497725605965, -0.006499224808067083, -0.006560175213962793, -0.006457725074142218, -0.010452374815940857, -0.0045454250648617744, -0.007603299804031849, -0.008118825033307076, -0.005106600001454353, -0.006738274823874235, -0.006514799781143665, -0.006592275109142065, -0.01026967540383339, -0.0034172250889241695, -0.007958750240504742, -0.007953199557960033, -0.0054587749764323235, -0.006456925068050623, -0.0065413000993430614, -0.006382449995726347, -0.010287200100719929, 0.0, 2334702.0]"
587,1162348.5555104,"[0.026560859754681587, 0.002876610029488802, 0.052053291350603104, -0.015989990904927254, -0.009001979604363441, 0.008420130237936974, 0.04562912881374359, -0.017490290105342865, -0.015168709680438042, -0.02509216032922268, 0.010408559814095497, -0.01657054014503956, -0.011426430195569992, -0.015950659289956093, 0.052520230412483215, 0.00880827009677887, -0.011525889858603477, 0.03411050885915756, -0.01861386001110077, -0.03249061107635498, -0.016368839889764786, -0.011395160108804703, -0.018091050907969475, -0.031836409121751785, -0.020007040351629257, -0.017250459641218185, 0.07176560908555984, -0.017158519476652145, -1.9889999748556875e-05, -0.019405510276556015, 0.08218581229448318, 0.03236287832260132, -0.0053251502104103565, -0.008029225282371044, -0.008094250224530697, -0.005123824812471867, -0.006500199902802706, -0.006563799921423197, -0.006455900147557259, -0.010448174551129341, -0.004536425229161978, -0.007602000143378973, -0.008118550293147564, -0.005090725142508745, -0.006739224772900343, -0.006514799781143665, -0.006591674871742725, -0.010266349650919437, -0.0034009749069809914, -0.007957424968481064, -0.007952749729156494, -0.005452650133520365, -0.006456925068050623, -0.006540575064718723, -0.006384850014001131, -0.010285625234246254, 0.0, 2334703.0]"
588,1162348.557463525,"[-0.013638869859278202, -0.013662409968674183, 0.03938603028655052, -0.026992859318852425, -0.02064806967973709, -0.010580239817500114, 0.03347932919859886, -0.026684949174523354, -0.015200380235910416, -0.02597137913107872, -0.0012141600018367171, -0.022195130586624146, -0.014063410460948944, -0.022433020174503326, 0.0450492799282074, -0.003690520068630576, -0.013237269595265388, 0.026238609105348587, -0.023671409115195274, -0.032502539455890656, -0.01722244918346405, -0.01477591972798109, -0.022296709939837456, -0.03218834102153778, -0.030186569318175316, -0.026947759091854095, 0.06307514011859894, -0.018402190878987312, -0.010987539775669575, -0.028952939435839653, 0.07470370829105377, 0.02370654046535492, -0.005347100086510181, -0.008042175322771072, -0.008108300156891346, -0.005135899875313044, -0.006515650078654289, -0.006578574888408184, -0.0064684501849114895, -0.01046034973114729, -0.004548674914985895, -0.0076170251704752445, -0.008133050054311752, -0.005092625040560961, -0.006753650028258562, -0.00653012515977025, -0.006604600232094526, -0.010283449664711952, -0.0034242249093949795, -0.007969450205564499, -0.007966100238263607, -0.005461900029331446, -0.006468974985182285, -0.006553450133651495, -0.006399274803698063, -0.010306024923920631, 0.0, 2334704.0]"
589,1162348.55941665,"[-0.023583190515637398, -0.016997970640659332, 0.02975272946059704, -0.028294270858168602, -0.02191161923110485, -0.017019890248775482, 0.024393439292907715, -0.027682650834321976, -0.014248260296881199, -0.025214960798621178, -0.007705760188400745, -0.022544199600815773, -0.013620330020785332, -0.023041119799017906, 0.03975696116685867, -0.012435809709131718, -0.012524410150945187, 0.021294130012392998, -0.023894989863038063, -0.031542930752038956, -0.016412660479545593, -0.014499939978122711, -0.02226926013827324, -0.031287990510463715, -0.033236920833587646, -0.029377330094575882, 0.05632580816745758, -0.01791531965136528, -0.018523739650845528, -0.030465690419077873, 0.0690147802233696, 0.01763945072889328, -0.005378149915486574, -0.00805629976093769, -0.008122025057673454, -0.005138299893587828, -0.006524850148707628, -0.006586399860680103, -0.00647737504914403, -0.010471224784851074, -0.004574925173074007, -0.00762900011613965, -0.008145324885845184, -0.0051056500524282455, -0.006761250086128712, -0.006538125220686197, -0.006613375153392553, -0.010298524983227253, -0.0034554998856037855, -0.007984274998307228, -0.007978400215506554, -0.005475975107401609, -0.006476750131696463, -0.0065611000172793865, -0.006409225054085255, -0.01032282505184412, 0.0, 2334705.0]"
590,1162348.561369775,"[-0.023478610441088676, -0.016218990087509155, 0.027336889877915382, -0.027296410873532295, -0.020948169752955437, -0.016529709100723267, 0.022237960249185562, -0.026569170877337456, -0.013020760379731655, -0.023989230394363403, -0.008044620044529438, -0.021482190117239952, -0.01242223009467125, -0.02199465036392212, 0.03856436908245087, -0.014414270408451557, -0.01123129017651081, 0.02114197053015232, -0.0227353498339653, -0.03031834028661251, -0.01517582032829523, -0.013264169916510582, -0.020989060401916504, -0.030022820457816124, -0.03253193944692612, -0.028602220118045807, 0.05421274155378342, -0.016859320923686028, -0.019887709990143776, -0.02968274988234043, 0.06733711808919907, 0.016698909923434258, -0.00540080014616251, -0.008074400015175343, -0.008138025179505348, -0.005153750069439411, -0.0065343501046299934, -0.006598175037652254, -0.006485600024461746, -0.010489274747669697, -0.0046052997931838036, -0.007639499846845865, -0.008157200179994106, -0.0051206001080572605, -0.006768799852579832, -0.006545649841427803, -0.0066235000267624855, -0.010315150022506714, -0.0034602999221533537, -0.007997474633157253, -0.00799115002155304, -0.005480474792420864, -0.006485749967396259, -0.0065709250047802925, -0.006418149918317795, -0.010340024717152119, 0.0, 2334706.0]"
591,1162348.5633229,"[-0.01985844038426876, -0.014007139950990677, 0.03300752118229866, -0.02549980953335762, -0.01900823973119259, -0.013362039811909199, 0.02762819081544876, -0.02466144971549511, -0.012178719975054264, -0.022933779284358025, -0.0042855399660766125, -0.019951030611991882, -0.011102540418505669, -0.02033858932554722, 0.041955240070819855, -0.009092110209167004, -0.009855899959802628, 0.025441549718379974, -0.020984260365366936, -0.029483970254659653, -0.014120319858193398, -0.011633140034973621, -0.019019590690732002, -0.02905168943107128, -0.030326930806040764, -0.02661466971039772, 0.05779213085770607, -0.01584519073367119, -0.014823909848928452, -0.02820626087486744, 0.07042417675256729, 0.021054109558463097, -0.005408550146967173, -0.008073325268924236, -0.008137774653732777, -0.005152849946171045, -0.006534324958920479, -0.006593599915504456, -0.006482400000095367, -0.010492324829101562, -0.004602550063282251, -0.0076344250701367855, -0.008155174553394318, -0.0051242997869849205, -0.0067681497894227505, -0.006540500093251467, -0.006620975211262703, -0.010313100181519985, -0.00345222488977015, -0.00799230020493269, -0.007991724647581577, -0.0054767499677836895, -0.006483024917542934, -0.006568899843841791, -0.0064124250784516335, -0.010335825383663177, 0.0, 2334707.0]"
592,1162348.565276025,"[0.0005817699711769819, -0.005125939846038818, 0.043460581451654434, -0.019574660807847977, -0.013286390341818333, -0.0016110900323837996, 0.03757674992084503, -0.01889403909444809, -0.011991210281848907, -0.02188066951930523, 0.004616410005837679, -0.016056809574365616, -0.008697720244526863, -0.015929559245705605, 0.04826965928077698, 0.001348900026641786, -0.0075925798155367374, 0.03185001015663147, -0.016978640109300613, -0.02931199036538601, -0.012915349565446377, -0.00838552974164486, -0.01513552013784647, -0.028454899787902832, -0.023705599829554558, -0.02050611935555935, 0.06526394188404083, -0.014812489971518517, -0.005762009881436825, -0.023313159123063087, 0.07677660882472992, 0.028297409415245056, -0.005396824795752764, -0.008067324757575989, -0.008128049783408642, -0.005154899787157774, -0.006527449935674667, -0.0065840501338243484, -0.006474600173532963, -0.010488499887287617, -0.004589775111526251, -0.0076293498277664185, -0.008148125372827053, -0.005116600077599287, -0.006760875228792429, -0.006536774802953005, -0.00661422498524189, -0.010307399556040764, -0.003446924965828657, -0.007985075004398823, -0.007983599789440632, -0.005469350144267082, -0.00647692522034049, -0.006563774775713682, -0.006401900202035904, -0.010326200164854527, 0.0, 2334708.0]"
593,1162348.56722915,"[0.03820094093680382, 0.010107140056788921, 0.05385361984372139, -0.008022479712963104, 0.0008536599925719202, 0.01404878031462431, 0.04749340936541557, -0.009680620394647121, -0.012363869696855545, -0.02015426941215992, 0.014006310142576694, -0.010378840379416943, -0.005347670055925846, -0.00966998003423214, 0.05444173142313957, 0.011885070241987705, -0.005050059873610735, 0.03748819977045059, -0.012121990323066711, -0.029694639146327972, -0.011162090115249157, -0.004700109828263521, -0.011142769828438759, -0.027960890904068947, -0.015235589817166328, -0.012246609665453434, 0.07286976277828217, -0.012756619602441788, 0.003063879907131195, -0.013941760174930096, 0.08324270695447922, 0.03492086008191109, -0.005362074822187424, -0.008046399801969528, -0.008108450099825859, -0.005143099930137396, -0.006510800216346979, -0.006568075157701969, -0.0064580501057207584, -0.010466924868524075, -0.004560474772006273, -0.007612274959683418, -0.0081324502825737, -0.005111199803650379, -0.006744599901139736, -0.006525599863380194, -0.006599475163966417, -0.010285424999892712, -0.0034291499760001898, -0.007968375459313393, -0.007967274636030197, -0.005464574787765741, -0.006460974924266338, -0.006549225188791752, -0.0063849748112261295, -0.01030299998819828, 0.0, 2334709.0]"
594,1162348.569182275,"[0.05798622965812683, 0.01940722018480301, 0.059916239231824875, -0.0009326500003226101, 0.010780240409076214, 0.02317664958536625, 0.05328439176082611, -0.0047241500578820705, -0.013323919847607613, -0.019860070198774338, 0.019033709540963173, -0.007751860190182924, -0.004338860046118498, -0.006704229861497879, 0.057868700474500656, 0.017707599326968193, -0.00499327015131712, 0.040204908698797226, -0.010295859538018703, -0.03064263053238392, -0.01109384000301361, -0.0038029600400477648, -0.010090669617056847, -0.028539279475808144, -0.010711150243878365, -0.0077948300167918205, 0.07733999937772751, -0.01154279988259077, 0.007758730091154575, -0.008137039840221405, 0.08388607203960419, 0.03845623880624771, -0.005337600130587816, -0.008032425306737423, -0.00809562485665083, -0.005134524777531624, -0.006505549885332584, -0.0065606748685240746, -0.006455425173044205, -0.010455150157213211, -0.004537925124168396, -0.007601100020110607, -0.008121024817228317, -0.005095125176012516, -0.006740374956279993, -0.0065206498838961124, -0.006593674886971712, -0.010273300111293793, -0.003403774928301573, -0.007959350012242794, -0.007957574911415577, -0.00545047502964735, -0.006452349945902824, -0.006544100120663643, -0.006378999911248684, -0.010291025042533875, 0.0, 2334710.0]"
595,1162348.5711354,"[0.04655604064464569, 0.01242487970739603, 0.057099759578704834, -0.00797232985496521, 0.0010658700484782457, 0.017365949228405952, 0.05054951086640358, -0.010830230079591274, -0.014699160121381283, -0.023482060059905052, 0.015516850166022778, -0.012325669638812542, -0.008609489537775517, -0.011369089595973492, 0.055826980620622635, 0.014197809621691704, -0.009134739637374878, 0.03757663816213608, -0.01464489009231329, -0.0320136696100235, -0.014681139960885048, -0.008133119903504848, -0.014366510324180126, -0.030919620767235756, -0.014744940213859081, -0.011969939805567265, 0.07543575763702393, -0.015217069536447525, 0.004392929840832949, -0.013164070434868336, 0.08388607203960419, 0.0362543985247612, -0.005326100159436464, -0.008022675290703773, -0.00808902457356453, -0.005123225040733814, -0.006501299794763327, -0.006556000094860792, -0.006453400012105703, -0.010443774983286858, -0.0045308000408113, -0.0075933001935482025, -0.00811417493969202, -0.005092899780720472, -0.006735974922776222, -0.006515400018543005, -0.006590974982827902, -0.010261950083076954, -0.003401725087314844, -0.007952399551868439, -0.007949800230562687, -0.0054529751650989056, -0.006447975058108568, -0.006540025118738413, -0.006380024831742048, -0.010282224975526333, 0.0, 2334711.0]"
596,1162348.573088525,"[0.00493094976991415, -0.006540440022945404, 0.0462493896484375, -0.022770099341869354, -0.016608720645308495, -0.0012611000565811992, 0.040080029517412186, -0.023042859509587288, -0.01535801962018013, -0.025840969756245613, 0.004820129834115505, -0.020099660381674767, -0.013332859613001347, -0.01991306059062481, 0.04915798828005791, 0.002951409900560975, -0.012820839881896973, 0.030420370399951935, -0.0216941200196743, -0.03265950828790665, -0.017097070813179016, -0.013626440428197384, -0.020573239773511887, -0.032215699553489685, -0.025312770158052444, -0.02249480038881302, 0.06793562322854996, -0.01807376928627491, -0.005626560188829899, -0.02497106045484543, 0.07873214036226273, 0.028711240738630295, -0.0053368001244962215, -0.008035000413656235, -0.008097575046122074, -0.005118025001138449, -0.006508725229650736, -0.006566375028342009, -0.006462850142270327, -0.01045059971511364, -0.00453702500090003, -0.007601724937558174, -0.008122850209474564, -0.005102450028061867, -0.006744475103914738, -0.006525225006043911, -0.006600924767553806, -0.010270625352859497, -0.003394824918359518, -0.00796202477067709, -0.007959024980664253, -0.0054519749246537685, -0.006457949988543987, -0.006550549995154142, -0.006394475232809782, -0.010295025072991848, 0.0, 2334712.0]"
597,1162348.57504165,"[-0.02127264067530632, -0.016469910740852356, 0.03419551998376846, -0.02827971987426281, -0.021840570494532585, -0.015348680317401886, 0.028576010838150978, -0.02775304950773716, -0.014871399849653244, -0.025767309591174126, -0.005301449913531542, -0.022784970700740814, -0.014089220203459263, -0.023197870701551437, 0.042291078716516495, -0.008567689917981625, -0.013077570125460625, 0.02350473962724209, -0.024159010499715805, -0.03215477988123894, -0.01698251999914646, -0.014920620247721672, -0.022593770176172256, -0.031877338886260986, -0.03254495933651924, -0.028945809230208397, 0.05962948128581047, -0.018316209316253662, -0.015672309324145317, -0.03033852018415928, 0.07162643224000931, 0.020659830421209335, -0.005366574972867966, -0.00804980006068945, -0.008108975365757942, -0.0051240501925349236, -0.006516225170344114, -0.006575350183993578, -0.006472874898463488, -0.010461024940013885, -0.004548950120806694, -0.007614649832248688, -0.0081363245844841, -0.005106475204229355, -0.006752749904990196, -0.006532425060868263, -0.006606250070035458, -0.010282824747264385, -0.0034279250539839268, -0.007970474660396576, -0.007970725186169147, -0.005460475105792284, -0.006469300016760826, -0.006559174973517656, -0.006404600106179714, -0.010310024954378605, 0.0, 2334713.0]"
598,1162348.576994775,"[-0.02397032082080841, -0.016847889870405197, 0.02768946997821331, -0.027979709208011627, -0.02166816033422947, -0.017106710001826286, 0.022563230246305466, -0.027274690568447113, -0.01370214018970728, -0.024688169360160828, -0.008448139764368534, -0.02214891090989113, -0.013121300376951694, -0.022652670741081238, 0.03882388025522232, -0.014299260452389717, -0.011967659927904606, 0.020773889496922493, -0.023436859250068665, -0.03098726086318493, -0.01586928963661194, -0.013997499831020832, -0.021756760776042938, -0.030711889266967773, -0.0331004299223423, -0.029180310666561127, 0.05483004078269005, -0.017467569559812546, -0.020406609401106834, -0.030238689854741096, 0.06763514131307602, 0.01680747978389263, -0.005396075081080198, -0.0080698998644948, -0.00812854990363121, -0.005137450061738491, -0.006528474856168032, -0.006590350065380335, -0.006485824938863516, -0.010482825338840485, -0.004577524960041046, -0.0076327999122440815, -0.008152750320732594, -0.005116775166243315, -0.006767650134861469, -0.006544900126755238, -0.006616674829274416, -0.010304849594831467, -0.003442399902269244, -0.007985450327396393, -0.007984800264239311, -0.005468674935400486, -0.006482149939984083, -0.0065721748396754265, -0.006417724769562483, -0.010330225341022015, 0.0, 2334714.0]"
599,1162348.5789479,"[-0.02242377959191799, -0.015496799722313881, 0.029365509748458862, -0.026620930060744286, -0.02018447034060955, -0.015622519887983799, 0.02426254004240036, -0.02583215944468975, -0.012575860135257244, -0.023469729349017143, -0.006928099785000086, -0.02089809998869896, -0.011832569725811481, -0.021369170397520065, 0.03987979143857956, -0.012706270441412926, -0.010638969950377941, 0.022959329187870026, -0.02205337956547737, -0.029874300584197044, -0.014668500050902367, -0.012610459700226784, -0.020243769511580467, -0.029516950249671936, -0.03182993829250336, -0.027926189824938774, 0.05543828010559082, -0.0163659006357193, -0.018551679328083992, -0.029139790683984756, 0.06826995313167572, 0.018464960157871246, -0.005406450014561415, -0.00807502493262291, -0.008135399781167507, -0.005153900012373924, -0.006530775222927332, -0.006592050194740295, -0.006486725062131882, -0.010490025393664837, -0.004589799791574478, -0.007635800167918205, -0.008156499825417995, -0.00512842508032918, -0.006770525127649307, -0.006546025164425373, -0.006621474865823984, -0.010312224738299847, -0.0034423249308019876, -0.007990599609911442, -0.007989324629306793, -0.005471600219607353, -0.006481099873781204, -0.006573100108653307, -0.006418275181204081, -0.010335625149309635, 0.0, 2334715.0]"
600,1162348.580901025,"[-0.013926300220191479, -0.011227820068597794, 0.03777468949556351, -0.02371481992304325, -0.01735920086503029, -0.009166889823973179, 0.03223752975463867, -0.022682510316371918, -0.01204793993383646, -0.022518210113048553, -0.00072160002309829, -0.0186079703271389, -0.010170260444283485, -0.018759429454803467, 0.044867511838674545, -0.004589320160448551, -0.009021350182592869, 0.02849644050002098, -0.019494719803333282, -0.029357289895415306, -0.013659439980983734, -0.010409479960799217, -0.017546020448207855, -0.02876886911690235, -0.027956640347838402, -0.024364979937672615, 0.0611569806933403, -0.015409070067107677, -0.01122943963855505, -0.026699919253587723, 0.07321380823850632, 0.024473680183291435, -0.005401750095188618, -0.008076299913227558, -0.008135950192809105, -0.0051381997764110565, -0.00652704993262887, -0.006590425036847591, -0.0064836000092327595, -0.010494574904441833, -0.004596475046128035, -0.007635899819433689, -0.00815767515450716, -0.005132224876433611, -0.0067685251124203205, -0.006544849835336208, -0.006621974986046553, -0.010314649902284145, -0.0034371749497950077, -0.007988674566149712, -0.007988524623215199, -0.005480974912643433, -0.006480549927800894, -0.006570775061845779, -0.006413674913346767, -0.01033720001578331, 0.0, 2334716.0]"
601,1162348.58285415,"[0.018546100705862045, 0.0018143800552934408, 0.04883167892694473, -0.014474309980869293, -0.00750483013689518, 0.005933240056037903, 0.04272063821554184, -0.014507410116493702, -0.012146320194005966, -0.02118605002760887, 0.009119530208408833, -0.013349729590117931, -0.007003009784966707, -0.012837359681725502, 0.051492199301719666, 0.00658024987205863, -0.0063933199271559715, 0.03484503924846649, -0.014611699618399143, -0.0294576995074749, -0.012095670215785503, -0.006562800146639347, -0.013211259618401527, -0.028214650228619576, -0.019708119332790375, -0.01639782078564167, 0.06915722787380219, -0.013995829969644547, -0.0016930099809542298, -0.019125349819660187, 0.08009230345487595, 0.03180728852748871, -0.005381599999964237, -0.008058524690568447, -0.008123699575662613, -0.0051363748498260975, -0.006514150183647871, -0.006575774867087603, -0.006470624823123217, -0.010478924959897995, -0.004574724938720465, -0.007619774900376797, -0.008147175423800945, -0.00513035012409091, -0.006756475195288658, -0.006532750092446804, -0.0066095502115786076, -0.010299299843609333, -0.0034320501144975424, -0.00797524955123663, -0.007974449545145035, -0.005467724986374378, -0.006468974985182285, -0.006555050145834684, -0.006397849880158901, -0.010318424552679062, 0.0, 2334717.0]"
602,1162348.584807275,"[0.05055712163448334, 0.015629900619387627, 0.05762128159403801, -0.0035922699607908726, 0.0069511099718511105, 0.019501930102705956, 0.05107605829834938, -0.006364889908581972, -0.012774470262229443, -0.01964207924902439, 0.016809629276394844, -0.008523520082235336, -0.004251230042427778, -0.007519349921494722, 0.056595079600811005, 0.015307609923183918, -0.004726199898868799, 0.039301369339227676, -0.01080362033098936, -0.030070599168539047, -0.010677870362997055, -0.00380715006031096, -0.01033817045390606, -0.027975289151072502, -0.012554160319268703, -0.009322719648480415, 0.07554157823324203, -0.011644010432064533, 0.005599880125373602, -0.010351190343499184, 0.08388607203960419, 0.037161778658628464, -0.005353124812245369, -0.00804159976541996, -0.00810872483998537, -0.005136025138199329, -0.006504674907773733, -0.006566950120031834, -0.006460324861109257, -0.010464725084602833, -0.004554999992251396, -0.007609100081026554, -0.008132649585604668, -0.0051107751205563545, -0.006745825055986643, -0.006524024996906519, -0.0065969498828053474, -0.010283725336194038, -0.0034124250523746014, -0.007966674864292145, -0.00796119961887598, -0.005456225015223026, -0.006458899937570095, -0.006545850075781345, -0.006388875190168619, -0.010300825349986553, 0.0, 2334718.0]"
603,1162348.5867604,"[0.05685118958353996, 0.018157590180635452, 0.05994939059019089, -0.0024002299178391695, 0.008602789603173733, 0.022338449954986572, 0.05323269963264465, -0.006072899792343378, -0.014033160172402859, -0.021404890343546867, 0.018180210143327713, -0.009013310074806213, -0.0056463200598955154, -0.007858050055801868, 0.057661060243844986, 0.017173180356621742, -0.006722520105540752, 0.03969965875148773, -0.011776070110499859, -0.03132672980427742, -0.0125731797888875, -0.005267479922622442, -0.011730330064892769, -0.02963200956583023, -0.0117185702547431, -0.008529970422387123, 0.07726270705461502, -0.012773989699780941, 0.006906379945576191, -0.009142139926552773, 0.08388607203960419, 0.038228459656238556, -0.005327275022864342, -0.008025799877941608, -0.008091525174677372, -0.005131099838763475, -0.006499224808067083, -0.006557300221174955, -0.006451175082474947, -0.010447650216519833, -0.004542524926364422, -0.007597099989652634, -0.008121400140225887, -0.005099724978208542, -0.006736624985933304, -0.006513474974781275, -0.006587900221347809, -0.010266425088047981, -0.0033864749129861593, -0.00795464962720871, -0.007949699647724628, -0.005444224923849106, -0.0064508249051868916, -0.0065374248661100864, -0.0063825249671936035, -0.01028560008853674, 0.0, 2334719.0]"
